user_id,item_id,rating,timestamp,sentiment_score
A11MQQRS05XBBN,B0094X2066,5.0,1445212800,0.9988
A11MQQRS05XBBN,B002BSA388,5.0,1445299200,0.9998
A11MQQRS05XBBN,B000P297F2,5.0,1445731200,0.9997
A11MQQRS05XBBN,B00113T0VA,5.0,1445990400,0.9998
A11MQQRS05XBBN,B00113T0VA,5.0,1445990400,0.9998
A11MQQRS05XBBN,B0017HIIWW,5.0,1445990400,0.9998
A11MQQRS05XBBN,B0017HIIWW,5.0,1445990400,0.9998
A11MQQRS05XBBN,B001ET07O0,5.0,1445990400,0.9999
A11MQQRS05XBBN,B00DD0B0BM,5.0,1445990400,0.9998
A11MQQRS05XBBN,B000FQBPCQ,5.0,1446854400,0.9998
A11MQQRS05XBBN,B000WCQWR6,5.0,1446854400,0.9996
A11MQQRS05XBBN,B000WCQWR6,5.0,1446854400,0.9996
A11MQQRS05XBBN,B00D41GCVS,5.0,1446854400,
A11MQQRS05XBBN,B00DC7G2W8,5.0,1446854400,
A12G8WFVFU2RGO,B00503E8S2,3.0,1320883200,-0.9989
A12G8WFVFU2RGO,B0076ZPYPI,4.0,1344902400,0.9991
A12G8WFVFU2RGO,B000B9RI14,5.0,1355270400,0.9611
A12G8WFVFU2RGO,B000P46NMK,5.0,1355270400,0.999
A12G8WFVFU2RGO,B0013RATNM,5.0,1355270400,0.9998
A12G8WFVFU2RGO,B0013RATNM,5.0,1355270400,0.9998
A12G8WFVFU2RGO,B004PAGJOC,3.0,1355270400,-0.9978
A12G8WFVFU2RGO,B0050SYV70,4.0,1355270400,0.9916
A12G8WFVFU2RGO,B0050SYX8W,5.0,1355270400,0.9998
A12G8WFVFU2RGO,B007WQOIGW,5.0,1355356800,
A12G8WFVFU2RGO,B004NRN5DU,5.0,1364169600,
A12GIOKE26ZFKJ,B0009VXBAQ,5.0,1390521600,0.9998
A12GIOKE26ZFKJ,B000ERVMI8,5.0,1390867200,0.9999
A12GIOKE26ZFKJ,B0053BCO00,5.0,1390867200,0.9997
A12GIOKE26ZFKJ,B00113T0VA,5.0,1391558400,0.9998
A12GIOKE26ZFKJ,B00113T0VA,5.0,1391558400,0.9998
A12GIOKE26ZFKJ,B0017Q4DGI,5.0,1391558400,0.9998
A12GIOKE26ZFKJ,B0017Q4DGI,5.0,1391558400,0.9998
A12GIOKE26ZFKJ,B00064MUIA,5.0,1392508800,0.9995
A12GIOKE26ZFKJ,B00I5LMSE2,5.0,1402704000,0.9996
A12GIOKE26ZFKJ,B0006B0O9U,5.0,1405209600,0.9999
A12GIOKE26ZFKJ,B0017ZDGWG,5.0,1465862400,0.9997
A12GIOKE26ZFKJ,B0017ZDGWG,5.0,1465862400,
A12GIOKE26ZFKJ,B017L186MY,5.0,1514592000,
A12OBBN6C40GHM,B000FQ9QVI,5.0,1415318400,0.9999
A12OBBN6C40GHM,B000FRU1UM,5.0,1415318400,0.9999
A12OBBN6C40GHM,B000IMWK2G,5.0,1415318400,0.9999
A12OBBN6C40GHM,B000IMYKQ0,5.0,1415318400,0.9999
A12OBBN6C40GHM,B000XJNTNS,5.0,1415318400,0.9999
A12OBBN6C40GHM,B000XJNTNS,5.0,1415318400,0.9999
A12OBBN6C40GHM,B0017HPE7E,5.0,1415318400,0.9999
A12OBBN6C40GHM,B0017HPE7E,5.0,1415318400,0.9999
A12OBBN6C40GHM,B001ASJISG,5.0,1415318400,
A12OBBN6C40GHM,B001TOQ8NO,5.0,1415318400,
A13O1YCZCYT76I,B0009I6S0O,5.0,1308528000,0.9995
A13O1YCZCYT76I,B000R0SS3Y,3.0,1309305600,0.9919
A13O1YCZCYT76I,B002BRZ9G0,5.0,1309392000,-0.9908
A13O1YCZCYT76I,B000TG72PG,4.0,1309824000,-0.6242
A13O1YCZCYT76I,B000KLNLV4,4.0,1309910400,0.9834
A13O1YCZCYT76I,B00269DXCK,5.0,1309910400,-0.9996
A13O1YCZCYT76I,B0009S4UOA,5.0,1309996800,0.9978
A13O1YCZCYT76I,B000UU3SVI,5.0,1311120000,-0.9987
A13O1YCZCYT76I,B000RHZ9JI,3.0,1316044800,0.9953
A13O1YCZCYT76I,B000WQWPOQ,4.0,1319500800,-0.9994
A13O1YCZCYT76I,B000WQWPOQ,4.0,1319500800,-0.9994
A13O1YCZCYT76I,B000HCQK0A,3.0,1325548800,0.9869
A13O1YCZCYT76I,B000X1PE16,5.0,1328745600,0.999
A13O1YCZCYT76I,B000X1PE16,5.0,1328745600,0.999
