user_id,item_id,rating,timestamp,sentiment_score
A1061H3XC019MW,B0007P14OE,5.0,1426032000,0.9999
A1061H3XC019MW,B00HW3EZZE,5.0,1426032000,0.9998
A1061H3XC019MW,B000EBCJN6,5.0,1427414400,0.9999
A1061H3XC019MW,B000Y7ZBZS,5.0,1430438400,0.9999
A1061H3XC019MW,B000Y7ZBZS,5.0,1430438400,0.9999
A1061H3XC019MW,B000E372ZY,3.0,1438473600,-0.9963
A1061H3XC019MW,B002ZG975Q,5.0,1440633600,0.9998
A1061H3XC019MW,B00J2T18XS,5.0,1441238400,0.9998
A1061H3XC019MW,B00CYQXE10,5.0,1447632000,0.9997
A1061H3XC019MW,B003R4ZMQI,5.0,1455580800,0.998
A1061H3XC019MW,B005LAII3U,5.0,1456876800,
A1061H3XC019MW,B004UXVEUS,4.0,1463443200,
A107BIW9F8FHZK,B004IWR06S,5.0,1409788800,0.9999
A107BIW9F8FHZK,0792110188,5.0,1412121600,0.9998
A107BIW9F8FHZK,B00R041BVQ,5.0,1469232000,0.9998
A107BIW9F8FHZK,B0013FSL0C,5.0,1472774400,0.9999
A107BIW9F8FHZK,B0013FSL0C,5.0,1472774400,0.9999
A107BIW9F8FHZK,B0012Z36FI,5.0,1474243200,0.9998
A107BIW9F8FHZK,B0012Z36FI,5.0,1474243200,0.9998
A107BIW9F8FHZK,B0042AGNBE,5.0,1477180800,0.9999
A107BIW9F8FHZK,6304679661,5.0,1485388800,0.9999
A107BIW9F8FHZK,B001DJ7PR8,5.0,1489708800,
A107BIW9F8FHZK,B00388PK7O,5.0,1506902400,
A10KVORU2FMSOG,B005GYJPYW,4.0,1370044800,0.9995
A10KVORU2FMSOG,B0009I7NGW,5.0,1376611200,0.9999
A10KVORU2FMSOG,B000980GR0,4.0,1383091200,0.9999
A10KVORU2FMSOG,B000LC4ZI0,4.0,1384560000,0.9999
A10KVORU2FMSOG,B000067DNC,4.0,1387238400,0.9998
A10KVORU2FMSOG,B00008YGRU,5.0,1396828800,0.9999
A10KVORU2FMSOG,B000EBCJN6,5.0,1398211200,0.9996
A10KVORU2FMSOG,B003L77G2Y,5.0,1415059200,0.9999
A10KVORU2FMSOG,B0053O8A50,5.0,1430265600,0.9999
A10KVORU2FMSOG,B000RO6JZ4,5.0,1441584000,0.9999
A10KVORU2FMSOG,B00TPN7EES,3.0,1457308800,
A10KVORU2FMSOG,B00IQ8TT0K,3.0,1465948800,
A10O7THJ2O20AG,B001993Y2C,5.0,1359936000,0.9982
A10O7THJ2O20AG,B004YM6JK0,5.0,1360108800,0.9994
A10O7THJ2O20AG,B0053O89IS,5.0,1360108800,-0.9093
A10O7THJ2O20AG,B001XRLWPQ,5.0,1368057600,0.9915
