user_id,item_id,rating,timestamp,sentiment_score,nli_raw_plot,nli_raw_characters,nli_raw_writing,nli_ctr_plot,nli_ctr_characters,nli_ctr_writing
A10AR1WBVL2RR6,034554398X,5.0,1406592000,0.9997,0.7215,0.6564,0.6825,0.1385,0.0568,0.0553
A10AR1WBVL2RR6,0765331152,5.0,1406592000,0.9958,0.4522,0.2645,0.4314,0.1723,0.0177,0.0906
A10AR1WBVL2RR6,0307283666,5.0,1416787200,0.9998,0.4828,0.6142,0.6492,0.0339,0.0847,0.072
A10AR1WBVL2RR6,0439064864,5.0,1416787200,0.9998,0.7863,0.8347,0.7638,0.1098,0.1282,0.0811
A10AR1WBVL2RR6,0439139600,5.0,1416787200,0.9998,0.697,0.8238,0.6847,0.15,0.1444,0.0665
A10AR1WBVL2RR6,0439358078,5.0,1416787200,0.9998,0.3098,0.3041,0.4013,0.0548,0.0176,0.1105
A10AR1WBVL2RR6,0615794041,5.0,1416787200,0.9998,0.2653,0.3503,0.136,0.095,0.126,0.0887
A10AR1WBVL2RR6,0764206370,5.0,1416787200,0.9998,0.6873,0.6912,0.5044,0.2119,0.1142,0.0216
A10AR1WBVL2RR6,0764209116,5.0,1416787200,0.9998,0.6531,0.4312,0.5622,0.3018,0.008,0.0534
A10AR1WBVL2RR6,0764227009,5.0,1416787200,0.9998,0.6844,0.8199,0.6454,0.1844,0.1834,0.125
A10AR1WBVL2RR6,0985258659,5.0,1416787200,0.9998,0.7335,0.7284,0.5333,0.2077,0.1007,-0.0199
A10AR1WBVL2RR6,1450572375,5.0,1416787200,0.9998,0.4427,0.5147,0.0813,0.2218,0.1212,-0.0893
A10AR1WBVL2RR6,1468065343,5.0,1416787200,0.9998,0.7311,0.8002,0.5811,0.187,0.181,0.023
A10AR1WBVL2RR6,147003655X,5.0,1416787200,0.9998,0.6783,0.5284,0.4863,0.2708,0.016,-0.0201
A10AR1WBVL2RR6,1470107163,5.0,1416787200,0.9998,0.6384,0.6545,0.4823,0.2115,0.1766,0.0192
A10AR1WBVL2RR6,1478328231,5.0,1416787200,0.9998,0.6974,0.5833,0.4467,0.1812,-0.0137,-0.1184
A10AR1WBVL2RR6,1480170402,5.0,1416787200,0.9998,0.7643,0.7106,0.7983,0.2171,0.041,0.0916
A10AR1WBVL2RR6,1481882902,5.0,1416787200,0.9998,0.4531,0.4394,0.4579,0.1476,0.0698,0.0886
A10AR1WBVL2RR6,1484021479,5.0,1416787200,0.9998,0.7657,0.6585,0.6391,0.3333,0.0432,-0.0271
A10AR1WBVL2RR6,148413933X,5.0,1416787200,0.9998,0.7346,0.759,0.7117,0.1867,0.097,0.0686
